timestamp,eventname,sourceip,sourcelocation,sourcecity,sourcecountry,destinationip,destinationlocation,destinationcity,destinationcountry,destinationport,destinationservice,volume,severity,category,detectionsource,blocked
2025-11-22T04:51:18.062Z,"Mirai Botnet Traffic",155.211.5.114,"1.3521,103.8198","Singapore","Singapore",200.200.3.2,"-37.8136,144.9631","Melbourne","Australia",3306,MySQL,33,critical,"Botnet Activity",Email Gateway,true
2025-11-25T06:02:18.762Z,"Credential Harvesting Phish",209.178.130.172,"30.5728,104.0668","Chengdu","China",200.200.4.3,"-27.4698,153.0251","Brisbane","Australia",53,DNS,86,medium,"Phishing Emails",Email Gateway,true
2025-11-28T13:31:44.489Z,"XSS Attack Detected",152.255.117.28,"35.1796,129.0756","Busan","South Korea",200.200.3.5,"-37.8136,144.9631","Melbourne","Australia",995,POP3S,14,medium,"Web Gateway Threats",Email Gateway,true
2025-11-26T07:10:41.098Z,"CEO Fraud Email",182.111.1.108,"23.1291,113.2644","Guangzhou","China",barbara.lewis@company.com,"-35.2809,149.13","Canberra","Australia",995,POP3S,16,high,"Phishing Emails",EDR,true
2025-11-24T22:10:25.013Z,"Ransomware Download Blocked",112.211.0.103,"21.0278,105.8342","Hanoi","Vietnam",200.200.2.5,"-33.8688,151.2093","Sydney","Australia",22,SSH,92,critical,"Antivirus Malware",Email Gateway,true
2025-11-26T15:55:03.924Z,"Banner Grabbing Activity",53.111.0.184,"13.7563,100.5018","Bangkok","Thailand",200.200.3.4,"-37.8136,144.9631","Melbourne","Australia",25,SMTP,48,medium,"Scanning Activity",Splunk,true
2025-11-27T23:09:44.574Z,"DDoS Bot Command Detected",84.45.149.82,"34.0522,-118.2437","Los Angeles","USA",200.200.6.2,"-35.2809,149.13","Canberra","Australia",25,SMTP,37,medium,"Botnet Activity",SIEM,true
2025-11-28T18:12:05.924Z,"Mirai Botnet Traffic",122.59.34.114,"39.0392,125.7625","Pyongyang","North Korea",200.200.1.3,"-34.9285,138.6007","Adelaide","Australia",3306,MySQL,33,medium,"Botnet Activity",Antivirus,true
2025-11-22T08:24:20.959Z,"Service Enumeration Attempt",196.146.132.23,"44.4268,26.1025","Bucharest","Romania",200.200.6.5,"-35.2809,149.13","Canberra","Australia",1433,MSSQL,62,medium,"Scanning Activity",Splunk,true
2025-11-26T08:22:37.341Z,"C2 Server Communication",224.167.5.199,"25.2048,55.2708","Dubai","UAE",200.200.3.4,"-37.8136,144.9631","Melbourne","Australia",995,POP3S,30,medium,"Botnet Activity",Web Gateway,true
2025-11-24T19:33:41.222Z,"CEO Fraud Email",134.208.201.144,"41.8781,-87.6298","Chicago","USA",linda.harris@company.com,"-31.9505,115.8605","Perth","Australia",110,POP3,69,low,"Phishing Emails",Firewall,false
2025-11-26T22:12:00.703Z,"Command Injection Blocked",201.36.130.109,"-34.6037,-58.3816","Buenos Aires","Argentina",200.200.2.4,"-33.8688,151.2093","Sydney","Australia",27017,MongoDB,69,high,"Web Gateway Threats",Firewall,true
2025-11-24T02:58:18.884Z,"Keylogger Prevented",16.254.108.97,"37.5665,126.978","Seoul","South Korea",200.200.2.2,"-33.8688,151.2093","Sydney","Australia",995,POP3S,39,medium,"Antivirus Malware",Antivirus,true
2025-11-28T21:37:08.768Z,"Generic BOT Net Activity",141.49.186.214,"25.033,121.5654","Taipei","Taiwan",200.200.6.5,"-35.2809,149.13","Canberra","Australia",6379,Redis,36,high,"Botnet Activity",IDS,false
2025-11-26T07:13:10.147Z,"Malware Distribution Site Blocked",74.13.77.151,"52.52,13.405","Berlin","Germany",200.200.5.3,"-31.9505,115.8605","Perth","Australia",3306,MySQL,68,low,"Web Gateway Threats",Web Gateway,true
2025-11-22T17:08:54.579Z,"Command Injection Blocked",22.91.111.202,"6.5244,3.3792","Lagos","Nigeria",200.200.4.4,"-27.4698,153.0251","Brisbane","Australia",1521,Oracle,83,medium,"Web Gateway Threats",SIEM,true
2025-11-24T17:30:03.494Z,"Cryptominer Detected",130.131.232.184,"-1.2921,36.8219","Nairobi","Kenya",200.200.8.4,"-12.4634,130.8456","Darwin","Australia",27017,MongoDB,30,high,"Antivirus Malware",IDS,true
2025-11-28T05:51:18.243Z,"C2 Server Communication",163.45.50.70,"23.1291,113.2644","Guangzhou","China",200.200.7.2,"-42.8821,147.3272","Hobart","Australia",3306,MySQL,61,high,"Botnet Activity",Splunk,true
2025-11-23T09:29:31.036Z,"Apache RCE Vulnerability Exploit",116.60.18.127,"41.0082,28.9784","Istanbul","Turkey",200.200.2.4,"-33.8688,151.2093","Sydney","Australia",22,SSH,86,medium,"Infiltration Attempts",Web Gateway,true
2025-11-23T03:09:23.249Z,"Malicious Attachment Email",137.195.64.237,"34.0522,-118.2437","Los Angeles","USA",sarah.jones@company.com,"-37.8136,144.9631","Melbourne","Australia",110,POP3,33,critical,"Phishing Emails",EDR,true
2025-11-23T02:10:16.208Z,"CEO Fraud Email",7.125.244.242,"28.6139,77.209","New Delhi","India",sarah.jones@company.com,"-37.8136,144.9631","Melbourne","Australia",25,SMTP,55,critical,"Phishing Emails",Email Gateway,true
2025-11-26T19:08:22.080Z,"SQL Injection Attempt",114.59.220.226,"22.5431,114.0579","Shenzhen","China",200.200.2.4,"-33.8688,151.2093","Sydney","Australia",22,SSH,91,medium,"Infiltration Attempts",EDR,true
2025-11-26T08:57:44.411Z,"Keylogger Prevented",246.33.38.201,"22.3193,114.1694","Hong Kong","China",200.200.2.2,"-33.8688,151.2093","Sydney","Australia",443,HTTPS,41,medium,"Antivirus Malware",Antivirus,true
2025-11-24T05:24:33.667Z,"Zero-Day Exploit Attempt",82.238.69.209,"22.3193,114.1694","Hong Kong","China",200.200.3.2,"-37.8136,144.9631","Melbourne","Australia",80,HTTP,84,low,"Infiltration Attempts",SIEM,true
2025-11-23T19:27:11.361Z,"Backdoor Malware Quarantined",24.144.98.80,"49.2827,-123.1207","Vancouver","Canada",200.200.2.4,"-33.8688,151.2093","Sydney","Australia",22,SSH,61,medium,"Antivirus Malware",SIEM,true
2025-11-22T22:20:30.726Z,"Malicious Attachment Email",196.196.240.17,"43.6532,-79.3832","Toronto","Canada",michael.brown@company.com,"-27.4698,153.0251","Brisbane","Australia",993,IMAPS,41,high,"Phishing Emails",Splunk,false
2025-11-27T21:04:14.579Z,"Drive-by Download Prevented",16.253.234.255,"34.0522,-118.2437","Los Angeles","USA",200.200.1.2,"-34.9285,138.6007","Adelaide","Australia",995,POP3S,44,critical,"Web Gateway Threats",IDS,true
2025-11-26T15:32:30.807Z,"DDoS Bot Command Detected",11.40.100.113,"13.7563,100.5018","Bangkok","Thailand",200.200.8.3,"-12.4634,130.8456","Darwin","Australia",8443,HTTPS-Alt,87,low,"Botnet Activity",Email Gateway,true
2025-11-28T18:51:54.220Z,"Apache RCE Vulnerability Exploit",202.10.121.172,"36.1699,-115.1398","Las Vegas","USA",200.200.1.2,"-34.9285,138.6007","Adelaide","Australia",23,Telnet,94,medium,"Infiltration Attempts",Web Gateway,true
2025-11-26T06:54:37.463Z,"Malicious Attachment Email",250.159.57.32,"35.1796,129.0756","Busan","South Korea",200.200.2.5,"-33.8688,151.2093","Sydney","Australia",80,HTTP,89,critical,"Phishing Emails",IDS,false
2025-11-22T02:18:51.371Z,"DDoS Bot Command Detected",168.163.100.48,"52.52,13.405","Berlin","Germany",200.200.2.2,"-33.8688,151.2093","Sydney","Australia",5432,PostgreSQL,47,high,"Botnet Activity",Web Gateway,false
2025-11-22T04:16:27.693Z,"XSS Attack Detected",151.108.217.182,"51.5074,-0.1278","London","UK",200.200.3.1,"-37.8136,144.9631","Melbourne","Australia",1521,Oracle,70,medium,"Web Gateway Threats",Splunk,true
2025-11-26T03:47:40.496Z,"Cryptominer Detected",252.160.183.195,"41.0082,28.9784","Istanbul","Turkey",200.200.6.2,"-35.2809,149.13","Canberra","Australia",3306,MySQL,77,low,"Antivirus Malware",Email Gateway,false
2025-11-23T11:13:59.673Z,"Drive-by Download Prevented",35.83.234.164,"-33.9249,18.4241","Cape Town","South Africa",200.200.8.4,"-12.4634,130.8456","Darwin","Australia",8080,HTTP-Proxy,17,low,"Web Gateway Threats",Firewall,true
2025-11-25T01:51:50.238Z,"Zero-Day Exploit Attempt",242.112.170.71,"25.033,121.5654","Taipei","Taiwan",200.200.7.1,"-42.8821,147.3272","Hobart","Australia",25,SMTP,25,low,"Infiltration Attempts",SIEM,false
2025-11-28T14:12:42.290Z,"Mirai Botnet Traffic",81.172.76.230,"12.9716,77.5946","Bangalore","India",200.200.3.3,"-37.8136,144.9631","Melbourne","Australia",3306,MySQL,97,low,"Botnet Activity",Email Gateway,true
2025-11-24T00:23:10.743Z,"Lateral Movement Blocked",34.102.114.107,"10.8231,106.6297","Ho Chi Minh City","Vietnam",200.200.6.3,"-35.2809,149.13","Canberra","Australia",5432,PostgreSQL,77,medium,"Infiltration Attempts",IDS,true
2025-11-24T18:04:08.269Z,"Backdoor Malware Quarantined",211.212.155.244,"51.5074,-0.1278","London","UK",200.200.6.5,"-35.2809,149.13","Canberra","Australia",27017,MongoDB,43,low,"Antivirus Malware",SIEM,true
2025-11-28T13:08:36.617Z,"XSS Attack Detected",96.128.75.133,"3.139,101.6869","Kuala Lumpur","Malaysia",200.200.4.1,"-27.4698,153.0251","Brisbane","Australia",993,IMAPS,69,medium,"Web Gateway Threats",Web Gateway,true
2025-11-25T14:09:08.661Z,"Malware Distribution Site Blocked",7.65.178.114,"50.4501,30.5234","Kiev","Ukraine",200.200.4.3,"-27.4698,153.0251","Brisbane","Australia",8443,HTTPS-Alt,13,critical,"Web Gateway Threats",Firewall,false
2025-11-22T06:45:56.951Z,"Apache RCE Vulnerability Exploit",223.123.104.155,"39.0392,125.7625","Pyongyang","North Korea",200.200.2.2,"-33.8688,151.2093","Sydney","Australia",8443,HTTPS-Alt,93,low,"Infiltration Attempts",EDR,false
2025-11-24T23:18:19.163Z,"Cryptominer Detected",158.232.73.14,"55.0084,82.9357","Novosibirsk","Russia",200.200.2.4,"-33.8688,151.2093","Sydney","Australia",1433,MSSQL,63,low,"Antivirus Malware",Splunk,false
2025-11-24T03:50:26.725Z,"Drive-by Download Prevented",6.180.98.200,"25.2048,55.2708","Dubai","UAE",200.200.1.3,"-34.9285,138.6007","Adelaide","Australia",22,SSH,36,medium,"Web Gateway Threats",Email Gateway,true
2025-11-25T18:49:01.419Z,"Command Injection Blocked",126.214.222.124,"13.7563,100.5018","Bangkok","Thailand",200.200.4.5,"-27.4698,153.0251","Brisbane","Australia",995,POP3S,76,high,"Web Gateway Threats",Firewall,true
2025-11-22T15:47:39.088Z,"Keylogger Prevented",117.40.227.136,"52.52,13.405","Berlin","Germany",200.200.5.1,"-31.9505,115.8605","Perth","Australia",5900,VNC,15,medium,"Antivirus Malware",IDS,true
2025-11-25T11:09:40.497Z,"Phishing Link Click Detected",151.206.177.186,"37.7749,-122.4194","San Francisco","USA",sarah.jones@company.com,"-37.8136,144.9631","Melbourne","Australia",995,POP3S,88,medium,"Phishing Emails",SIEM,true
2025-11-22T06:02:42.020Z,"Mirai Botnet Traffic",103.228.234.213,"41.0082,28.9784","Istanbul","Turkey",200.200.6.3,"-35.2809,149.13","Canberra","Australia",53,DNS,12,low,"Botnet Activity",EDR,true
2025-11-23T10:27:22.353Z,"Spear Phishing Campaign",194.84.139.99,"36.1699,-115.1398","Las Vegas","USA",barbara.lewis@company.com,"-35.2809,149.13","Canberra","Australia",995,POP3S,85,high,"Phishing Emails",Splunk,true
2025-11-22T05:48:42.145Z,"Privilege Escalation Detected",161.10.133.115,"31.2304,121.4737","Shanghai","China",200.200.2.4,"-33.8688,151.2093","Sydney","Australia",53,DNS,56,medium,"Infiltration Attempts",SIEM,true
2025-11-22T04:29:12.643Z,"Malware Distribution Site Blocked",203.86.57.131,"37.5665,126.978","Seoul","South Korea",200.200.5.1,"-31.9505,115.8605","Perth","Australia",143,IMAP,48,high,"Web Gateway Threats",EDR,true
2025-11-26T16:33:43.984Z,"XSS Attack Detected",211.236.221.86,"32.6546,51.668","Isfahan","Iran",200.200.1.4,"-34.9285,138.6007","Adelaide","Australia",445,SMB,40,low,"Web Gateway Threats",Firewall,true
2025-11-22T22:05:52.575Z,"Malware Distribution Site Blocked",84.224.133.121,"6.5244,3.3792","Lagos","Nigeria",200.200.1.1,"-34.9285,138.6007","Adelaide","Australia",1433,MSSQL,64,low,"Web Gateway Threats",Antivirus,false
2025-11-25T02:31:44.242Z,"Privilege Escalation Detected",214.133.217.168,"36.1699,-115.1398","Las Vegas","USA",200.200.8.1,"-12.4634,130.8456","Darwin","Australia",25,SMTP,27,high,"Infiltration Attempts",SIEM,true
2025-11-22T13:25:06.441Z,"CEO Fraud Email",8.61.11.160,"41.0082,28.9784","Istanbul","Turkey",emily.davis@company.com,"-31.9505,115.8605","Perth","Australia",25,SMTP,63,medium,"Phishing Emails",IDS,true
2025-11-26T18:40:55.750Z,"Apache RCE Vulnerability Exploit",180.236.95.26,"41.8781,-87.6298","Chicago","USA",200.200.4.2,"-27.4698,153.0251","Brisbane","Australia",1521,Oracle,71,medium,"Infiltration Attempts",Splunk,true
2025-11-27T04:57:46.020Z,"Banner Grabbing Activity",9.26.201.85,"55.0084,82.9357","Novosibirsk","Russia",200.200.1.3,"-34.9285,138.6007","Adelaide","Australia",8080,HTTP-Proxy,21,medium,"Scanning Activity",Web Gateway,false
2025-11-22T04:13:40.826Z,"Generic BOT Net Activity",213.93.167.206,"10.8231,106.6297","Ho Chi Minh City","Vietnam",200.200.6.2,"-35.2809,149.13","Canberra","Australia",5432,PostgreSQL,83,medium,"Botnet Activity",Antivirus,true
2025-11-24T14:05:26.918Z,"Spear Phishing Campaign",204.177.188.219,"31.2304,121.4737","Shanghai","China",sarah.lopez@company.com,"-31.9505,115.8605","Perth","Australia",995,POP3S,43,low,"Phishing Emails",EDR,true
2025-11-27T10:22:40.757Z,"Malicious Attachment Email",210.99.7.55,"30.5728,104.0668","Chengdu","China",jennifer.martin@company.com,"-12.4634,130.8456","Darwin","Australia",143,IMAP,38,medium,"Phishing Emails",Antivirus,true
2025-11-28T09:45:39.054Z,"Bot Infection Attempt",26.120.248.218,"35.6762,139.6503","Tokyo","Japan",200.200.6.5,"-35.2809,149.13","Canberra","Australia",143,IMAP,48,high,"Botnet Activity",Web Gateway,true
2025-11-26T04:46:05.346Z,"C2 Server Communication",169.164.92.17,"44.4268,26.1025","Bucharest","Romania",200.200.5.1,"-31.9505,115.8605","Perth","Australia",443,HTTPS,57,low,"Botnet Activity",IDS,false
2025-11-23T22:37:06.298Z,"Malicious Attachment Email",48.214.55.250,"-22.9068,-43.1729","Rio de Janeiro","Brazil",david.wilson@company.com,"-34.9285,138.6007","Adelaide","Australia",993,IMAPS,37,low,"Phishing Emails",SIEM,true
2025-11-25T05:07:38.153Z,"CEO Fraud Email",239.117.152.58,"25.2048,55.2708","Dubai","UAE",sarah.jones@company.com,"-37.8136,144.9631","Melbourne","Australia",995,POP3S,50,medium,"Phishing Emails",Email Gateway,true
2025-11-22T16:53:08.537Z,"Cryptominer Detected",82.222.90.9,"-26.2041,28.0473","Johannesburg","South Africa",200.200.8.1,"-12.4634,130.8456","Darwin","Australia",1521,Oracle,44,medium,"Antivirus Malware",Web Gateway,true
2025-11-27T13:58:37.533Z,"SQL Injection Attempt",171.89.84.179,"47.6062,-122.3321","Seattle","USA",200.200.3.3,"-37.8136,144.9631","Melbourne","Australia",143,IMAP,39,medium,"Infiltration Attempts",Splunk,true
2025-11-28T21:23:25.430Z,"Zero-Day Exploit Attempt",135.157.30.85,"41.0082,28.9784","Istanbul","Turkey",200.200.1.1,"-34.9285,138.6007","Adelaide","Australia",8443,HTTPS-Alt,72,medium,"Infiltration Attempts",IDS,true
2025-11-26T20:20:29.995Z,"Network Reconnaissance",64.246.77.109,"47.6062,-122.3321","Seattle","USA",200.200.2.2,"-33.8688,151.2093","Sydney","Australia",3389,RDP,54,medium,"Scanning Activity",SIEM,false
2025-11-25T13:40:44.787Z,"Command Injection Blocked",155.33.7.226,"41.0082,28.9784","Istanbul","Turkey",200.200.3.4,"-37.8136,144.9631","Melbourne","Australia",27017,MongoDB,20,medium,"Web Gateway Threats",Email Gateway,true
2025-11-23T10:43:41.287Z,"Vulnerability Scanning",225.131.113.239,"-6.2088,106.8456","Jakarta","Indonesia",200.200.7.3,"-42.8821,147.3272","Hobart","Australia",993,IMAPS,18,medium,"Scanning Activity",Web Gateway,true
2025-11-28T12:53:10.088Z,"Spear Phishing Campaign",98.131.139.239,"55.7558,37.6173","Moscow","Russia",charles.wright@company.com,"-27.4698,153.0251","Brisbane","Australia",993,IMAPS,47,critical,"Phishing Emails",Splunk,true
2025-11-26T02:46:15.005Z,"Bot Infection Attempt",23.190.142.9,"-22.9068,-43.1729","Rio de Janeiro","Brazil",200.200.8.3,"-12.4634,130.8456","Darwin","Australia",993,IMAPS,32,medium,"Botnet Activity",Antivirus,true
2025-11-28T04:34:10.838Z,"Spear Phishing Campaign",97.117.41.82,"24.7136,46.6753","Riyadh","Saudi Arabia",joseph.robinson@company.com,"-42.8821,147.3272","Hobart","Australia",995,POP3S,36,medium,"Phishing Emails",SIEM,true
2025-11-26T02:22:23.416Z,"Malicious URL Blocked",103.86.146.111,"22.3193,114.1694","Hong Kong","China",200.200.1.3,"-34.9285,138.6007","Adelaide","Australia",25,SMTP,46,low,"Web Gateway Threats",IDS,true
2025-11-25T23:51:58.348Z,"Credential Harvesting Phish",189.127.228.176,"47.6062,-122.3321","Seattle","USA",barbara.lewis@company.com,"-35.2809,149.13","Canberra","Australia",25,SMTP,76,low,"Phishing Emails",SIEM,false
2025-11-27T00:26:25.286Z,"Service Enumeration Attempt",25.222.170.70,"43.6532,-79.3832","Toronto","Canada",200.200.5.2,"-31.9505,115.8605","Perth","Australia",3306,MySQL,25,high,"Scanning Activity",Firewall,true
2025-11-23T00:48:07.042Z,"C2 Server Communication",245.154.148.165,"10.8231,106.6297","Ho Chi Minh City","Vietnam",200.200.3.5,"-37.8136,144.9631","Melbourne","Australia",1521,Oracle,49,high,"Botnet Activity",Web Gateway,true
2025-11-23T10:03:08.680Z,"Command Injection Blocked",189.119.67.51,"48.8566,2.3522","Paris","France",200.200.3.2,"-37.8136,144.9631","Melbourne","Australia",5900,VNC,20,medium,"Web Gateway Threats",Splunk,true
2025-11-26T04:36:26.017Z,"Trojan Horse Detected",217.207.155.232,"36.1699,-115.1398","Las Vegas","USA",200.200.2.1,"-33.8688,151.2093","Sydney","Australia",80,HTTP,33,medium,"Antivirus Malware",Antivirus,true
2025-11-23T16:35:17.617Z,"Mirai Botnet Traffic",194.9.40.189,"30.5728,104.0668","Chengdu","China",200.200.8.2,"-12.4634,130.8456","Darwin","Australia",143,IMAP,11,medium,"Botnet Activity",Splunk,true
2025-11-22T21:02:31.353Z,"XSS Attack Detected",169.72.240.150,"50.1109,8.6821","Frankfurt","Germany",200.200.3.5,"-37.8136,144.9631","Melbourne","Australia",443,HTTPS,55,medium,"Web Gateway Threats",Splunk,true
2025-11-22T20:13:29.597Z,"XSS Attack Detected",182.95.211.17,"35.6762,139.6503","Tokyo","Japan",200.200.6.3,"-35.2809,149.13","Canberra","Australia",25,SMTP,30,medium,"Web Gateway Threats",SIEM,true
2025-11-28T10:36:38.358Z,"Bot Infection Attempt",112.213.125.63,"41.0082,28.9784","Istanbul","Turkey",200.200.5.5,"-31.9505,115.8605","Perth","Australia",8443,HTTPS-Alt,47,medium,"Botnet Activity",IDS,true
2025-11-23T01:48:52.907Z,"Apache RCE Vulnerability Exploit",98.7.177.60,"4.711,-74.0721","Bogota","Colombia",200.200.6.4,"-35.2809,149.13","Canberra","Australia",110,POP3,49,medium,"Infiltration Attempts",Web Gateway,true
2025-11-24T04:52:11.325Z,"Apache RCE Vulnerability Exploit",156.239.159.232,"59.9311,30.3609","St Petersburg","Russia",200.200.6.1,"-35.2809,149.13","Canberra","Australia",3389,RDP,61,critical,"Infiltration Attempts",EDR,true
2025-11-24T02:05:30.551Z,"XSS Attack Detected",132.57.181.50,"32.6546,51.668","Isfahan","Iran",200.200.3.4,"-37.8136,144.9631","Melbourne","Australia",25,SMTP,22,low,"Web Gateway Threats",Splunk,false
2025-11-27T11:00:08.444Z,"CEO Fraud Email",142.235.11.60,"55.7558,37.6173","Moscow","Russia",jessica.king@company.com,"-37.8136,144.9631","Melbourne","Australia",110,POP3,41,medium,"Phishing Emails",IDS,true
2025-11-26T15:58:24.387Z,"Vulnerability Scanning",229.222.159.113,"-26.2041,28.0473","Johannesburg","South Africa",200.200.4.5,"-27.4698,153.0251","Brisbane","Australia",53,DNS,81,low,"Scanning Activity",SIEM,false
2025-11-24T16:25:23.011Z,"Zero-Day Exploit Attempt",81.227.254.200,"23.1291,113.2644","Guangzhou","China",200.200.5.2,"-31.9505,115.8605","Perth","Australia",8443,HTTPS-Alt,45,high,"Infiltration Attempts",Firewall,true
2025-11-28T07:53:19.864Z,"Port Scan Detected",54.125.69.151,"23.1291,113.2644","Guangzhou","China",200.200.2.2,"-33.8688,151.2093","Sydney","Australia",1433,MSSQL,64,medium,"Scanning Activity",Web Gateway,true
